직원ID,퇴직여부,나이,성별,출장빈도,일대비급여수준,부서,집과의거리,전공,업무환경만족도,업무참여도,업무만족도,결혼여부,월급여,일한회사수,직원수,18세이상,야근정도,급여증가분백분율,스톡옵션정도,근속연수,현재역할년수,마지막승진년수
1761,Yes,31,Male,Travel_Rarely,1079,Sales,16,Marketing,1,3,3,Married,8161,2,1,Y,No,13,3,1,0,0
1762,No,29,Female,Travel_Rarely,590,Research & Development,4,Technical Degree,4,2,1,Divorced,2109,1,1,Y,No,13,1,1,0,0
1763,No,30,Male,Travel_Rarely,305,Research & Development,16,Life Sciences,3,4,3,Married,5294,3,1,Y,No,16,1,7,0,1
1764,No,32,Male,Non-Travel,953,Research & Development,5,Technical Degree,2,3,2,Single,2718,2,1,Y,No,14,0,7,7,0
1766,No,38,Male,Travel_Rarely,833,Research & Development,18,Medical,2,1,4,Married,5811,3,1,Y,Yes,16,1,1,0,1
1767,Yes,43,Male,Travel_Frequently,807,Research & Development,17,Technical Degree,3,2,3,Married,2437,9,1,Y,Yes,16,1,1,0,0
1768,No,42,Male,Travel_Rarely,855,Research & Development,12,Medical,2,3,2,Divorced,2766,8,1,Y,No,22,3,5,3,0
1770,No,55,Male,Travel_Rarely,478,Research & Development,2,Medical,3,2,1,Married,19038,8,1,Y,No,12,3,1,0,0
1771,No,33,Male,Non-Travel,775,Research & Development,4,Technical Degree,4,3,2,Divorced,3055,5,1,Y,No,15,2,9,8,1
1772,No,41,Male,Travel_Rarely,548,Research & Development,9,Life Sciences,3,3,1,Divorced,2289,1,1,Y,No,20,2,5,3,0
1774,No,34,Male,Non-Travel,1375,Sales,10,Life Sciences,4,3,3,Divorced,4001,1,1,Y,Yes,14,1,15,14,0
1775,No,53,Female,Non-Travel,661,Research & Development,1,Medical,1,2,3,Married,12965,4,1,Y,Yes,20,3,3,2,0
1778,No,43,Male,Travel_Rarely,244,Human Resources,2,Life Sciences,2,3,4,Single,3539,0,1,Y,No,13,0,9,7,1
1779,No,34,Female,Travel_Rarely,511,Sales,3,Life Sciences,4,1,4,Single,6029,5,1,Y,No,12,0,2,2,2
1780,Yes,21,Male,Travel_Rarely,337,Sales,7,Marketing,2,3,2,Single,2679,1,1,Y,No,13,0,1,0,1
1782,No,38,Female,Travel_Rarely,1153,Research & Development,6,Other,4,2,3,Married,3702,1,1,Y,No,11,1,5,4,0
1783,Yes,22,Female,Travel_Rarely,1294,Research & Development,8,Medical,3,3,1,Married,2398,1,1,Y,Yes,17,0,1,0,0
1784,No,31,Female,Travel_Rarely,196,Sales,29,Marketing,1,2,4,Married,5468,1,1,Y,No,14,2,12,7,5
1786,No,51,Female,Travel_Rarely,942,Research & Development,3,Technical Degree,1,3,3,Married,13116,2,1,Y,No,11,0,2,2,2
1787,No,37,Male,Travel_Rarely,589,Sales,9,Marketing,2,2,2,Married,4189,1,1,Y,No,14,2,5,2,0
1789,No,46,Male,Travel_Rarely,734,Research & Development,2,Medical,3,3,4,Divorced,19328,7,1,Y,Yes,17,1,2,1,2
1790,No,36,Male,Travel_Rarely,1383,Research & Development,10,Life Sciences,4,3,1,Married,8321,7,1,Y,Yes,13,1,12,8,5
1792,Yes,44,Male,Travel_Frequently,429,Research & Development,1,Medical,3,3,2,Divorced,2342,1,1,Y,Yes,12,3,5,3,2
1794,No,37,Male,Travel_Rarely,1239,Human Resources,8,Other,3,3,2,Divorced,4071,2,1,Y,No,13,0,10,0,4
1797,Yes,35,Male,Travel_Rarely,303,Sales,27,Life Sciences,3,3,4,Single,5813,1,1,Y,Yes,18,0,10,7,7
1798,No,33,Male,Travel_Rarely,867,Research & Development,8,Life Sciences,4,4,1,Married,3143,6,1,Y,No,19,1,10,8,7
1799,No,28,Male,Travel_Rarely,1181,Research & Development,1,Life Sciences,3,3,4,Married,2044,1,1,Y,No,11,1,5,3,0
1800,No,39,Male,Travel_Rarely,1253,Research & Development,10,Medical,3,3,3,Single,13464,7,1,Y,No,21,0,4,3,2
1801,No,46,Male,Non-Travel,849,Sales,26,Life Sciences,2,2,2,Single,7991,8,1,Y,No,15,0,2,2,2
1802,No,40,Female,Travel_Rarely,616,Research & Development,2,Life Sciences,3,3,1,Married,3377,4,1,Y,No,17,1,4,3,0
1803,No,42,Male,Travel_Rarely,1128,Research & Development,13,Medical,2,4,1,Married,5538,5,1,Y,No,18,2,0,0,0
1804,No,35,Male,Non-Travel,1180,Research & Development,2,Medical,2,3,4,Divorced,5762,2,1,Y,No,14,1,7,7,1
1805,No,38,Male,Non-Travel,1336,Human Resources,2,Human Resources,1,3,2,Divorced,2592,5,1,Y,No,13,3,11,10,3
1807,Yes,34,Male,Travel_Frequently,234,Research & Development,9,Life Sciences,4,3,1,Married,5346,4,1,Y,No,17,1,7,1,0
1809,Yes,37,Male,Travel_Rarely,370,Research & Development,10,Medical,4,3,1,Single,4213,1,1,Y,No,15,0,10,3,0
1812,No,39,Male,Travel_Frequently,766,Sales,20,Life Sciences,3,3,4,Divorced,4127,2,1,Y,No,18,1,2,1,2
1813,No,43,Male,Non-Travel,343,Research & Development,9,Life Sciences,1,3,3,Single,2438,4,1,Y,No,13,0,3,2,1
1814,No,41,Male,Travel_Rarely,447,Research & Development,5,Life Sciences,2,4,2,Single,6870,3,1,Y,No,12,0,3,2,1
1815,No,41,Female,Travel_Rarely,796,Sales,4,Marketing,3,3,3,Divorced,10447,0,1,Y,Yes,13,1,22,14,13
1816,No,30,Female,Travel_Rarely,1092,Research & Development,10,Medical,1,3,3,Single,9667,9,1,Y,No,14,0,7,7,0
1818,Yes,26,Female,Travel_Rarely,920,Human Resources,20,Medical,4,3,2,Married,2148,0,1,Y,Yes,11,0,5,1,1
1821,Yes,46,Female,Travel_Rarely,261,Research & Development,21,Medical,4,3,2,Married,8926,4,1,Y,No,22,1,9,7,3
1822,No,40,Female,Travel_Rarely,1194,Research & Development,1,Life Sciences,3,3,4,Divorced,6513,4,1,Y,No,17,1,5,3,0
1823,No,34,Male,Travel_Rarely,810,Sales,8,Technical Degree,2,4,3,Married,6799,1,1,Y,No,21,2,10,8,4
1824,No,58,Male,Non-Travel,350,Sales,2,Medical,2,3,2,Divorced,16291,4,1,Y,No,22,1,16,9,14
1826,No,35,Male,Travel_Rarely,185,Research & Development,23,Medical,2,1,3,Married,2705,0,1,Y,No,16,1,5,4,0
1827,No,47,Female,Travel_Rarely,1001,Research & Development,4,Life Sciences,3,2,2,Divorced,10333,8,1,Y,Yes,12,1,22,11,14
1829,No,40,Female,Travel_Rarely,750,Research & Development,12,Life Sciences,2,3,1,Divorced,4448,2,1,Y,No,12,1,7,4,7
1830,No,54,Female,Travel_Rarely,431,Research & Development,7,Medical,4,3,4,Married,6854,4,1,Y,No,15,1,7,1,1
1833,No,31,Female,Travel_Frequently,1125,Sales,7,Marketing,1,3,1,Married,9637,2,1,Y,No,14,2,3,2,2
1834,No,28,Female,Travel_Rarely,1217,Research & Development,1,Medical,3,3,1,Married,3591,1,1,Y,No,25,1,3,2,1
1835,No,38,Female,Travel_Rarely,723,Sales,2,Marketing,2,1,4,Married,5405,2,1,Y,Yes,20,2,4,2,0
1836,No,26,Male,Travel_Rarely,572,Sales,10,Medical,3,3,4,Single,4684,1,1,Y,No,13,0,5,3,1
1837,No,58,Male,Travel_Frequently,1216,Research & Development,15,Life Sciences,1,3,3,Married,15787,2,1,Y,Yes,14,0,2,2,2
1839,No,18,Female,Non-Travel,1431,Research & Development,14,Medical,2,3,3,Single,1514,1,1,Y,No,16,0,0,0,0
1842,Yes,31,Male,Travel_Rarely,359,Human Resources,18,Human Resources,4,4,1,Married,2956,0,1,Y,No,17,0,1,0,0
1844,Yes,29,Male,Travel_Rarely,350,Human Resources,13,Human Resources,1,2,1,Divorced,2335,4,1,Y,Yes,15,3,2,2,2
1845,No,45,Female,Non-Travel,589,Sales,2,Life Sciences,3,3,3,Married,5154,4,1,Y,No,22,2,8,7,5
1847,No,36,Female,Travel_Rarely,430,Research & Development,2,Other,4,3,2,Married,6962,4,1,Y,Yes,22,1,1,0,0
1849,No,43,Male,Travel_Frequently,1422,Sales,2,Life Sciences,1,3,4,Married,5675,1,1,Y,No,20,1,7,7,7
1850,No,27,Female,Travel_Frequently,1297,Research & Development,5,Life Sciences,4,3,4,Single,2379,0,1,Y,Yes,14,0,5,4,0
1852,No,29,Male,Travel_Frequently,574,Research & Development,20,Medical,4,3,4,Married,3812,1,1,Y,No,13,0,11,8,3
1853,No,32,Male,Travel_Frequently,1318,Sales,10,Marketing,4,3,4,Single,4648,8,1,Y,No,13,0,0,0,0
1854,No,42,Male,Non-Travel,355,Research & Development,10,Technical Degree,3,3,3,Married,2936,3,1,Y,No,22,2,6,3,3
1856,No,47,Female,Travel_Rarely,207,Research & Development,9,Life Sciences,2,3,3,Single,2105,4,1,Y,No,12,0,2,2,2
1857,No,46,Male,Travel_Rarely,706,Research & Development,2,Life Sciences,4,3,4,Divorced,8578,3,1,Y,No,14,1,9,8,4
1858,No,28,Male,Non-Travel,280,Human Resources,1,Life Sciences,3,3,4,Divorced,2706,1,1,Y,No,15,1,3,2,2
1859,No,29,Male,Travel_Rarely,726,Research & Development,29,Life Sciences,4,1,3,Divorced,6384,8,1,Y,No,17,2,7,0,1
1860,No,42,Male,Travel_Rarely,1142,Research & Development,8,Life Sciences,4,3,3,Single,3968,4,1,Y,No,13,0,0,0,0
1862,Yes,32,Male,Travel_Rarely,414,Sales,2,Marketing,3,2,2,Single,9907,7,1,Y,Yes,12,0,2,2,2
1863,No,46,Female,Travel_Rarely,1319,Sales,3,Technical Degree,1,4,1,Divorced,13225,2,1,Y,No,12,1,19,17,2
1864,No,27,Female,Travel_Rarely,728,Sales,23,Medical,2,2,3,Married,3540,1,1,Y,No,21,1,9,8,5
1865,No,29,Male,Travel_Rarely,352,Human Resources,6,Medical,4,2,2,Married,2804,1,1,Y,No,11,0,1,0,0
1866,No,43,Female,Travel_Rarely,823,Research & Development,6,Medical,1,2,3,Married,19392,7,1,Y,No,13,0,16,12,6
1867,No,48,Male,Travel_Rarely,1224,Research & Development,10,Life Sciences,4,2,2,Married,19665,4,1,Y,No,12,0,22,10,12
1868,Yes,29,Male,Travel_Frequently,459,Research & Development,24,Life Sciences,4,2,4,Single,2439,1,1,Y,Yes,24,0,1,0,1
1869,Yes,46,Female,Travel_Rarely,1254,Sales,10,Life Sciences,3,3,2,Married,7314,5,1,Y,No,21,3,8,7,0
1870,No,27,Female,Travel_Frequently,1131,Research & Development,15,Life Sciences,4,2,1,Married,4774,0,1,Y,No,19,1,7,6,7
1871,No,39,Male,Travel_Rarely,835,Research & Development,19,Other,4,3,4,Divorced,3902,8,1,Y,No,14,3,2,2,2
1873,No,55,Male,Travel_Rarely,836,Research & Development,2,Technical Degree,2,2,4,Married,2662,8,1,Y,No,20,1,5,2,0
1875,No,28,Female,Travel_Rarely,1172,Sales,3,Medical,2,3,2,Married,2856,1,1,Y,No,19,1,1,0,0
1876,Yes,30,Male,Travel_Rarely,945,Sales,9,Medical,2,3,4,Single,1081,1,1,Y,No,13,0,1,0,0
1878,Yes,22,Male,Travel_Rarely,391,Research & Development,7,Life Sciences,4,3,2,Single,2472,1,1,Y,Yes,23,0,1,0,0
1880,No,36,Female,Travel_Rarely,1266,Sales,10,Technical Degree,2,2,3,Married,5673,1,1,Y,Yes,13,1,10,9,1
1881,No,31,Male,Travel_Rarely,311,Research & Development,20,Life Sciences,2,3,3,Divorced,4197,1,1,Y,No,11,1,10,8,0
1882,No,34,Male,Travel_Rarely,1480,Sales,4,Life Sciences,3,3,4,Married,9713,2,1,Y,Yes,13,3,5,3,1
1883,No,29,Male,Travel_Rarely,592,Research & Development,7,Life Sciences,4,3,1,Single,2062,3,1,Y,No,14,0,3,2,1
1885,No,37,Male,Travel_Rarely,783,Research & Development,7,Medical,4,3,1,Married,4284,5,1,Y,Yes,22,1,5,3,0
1886,No,35,Female,Travel_Rarely,219,Research & Development,16,Other,4,2,2,Married,4788,0,1,Y,Yes,11,0,3,2,0
1888,No,45,Female,Travel_Rarely,556,Research & Development,25,Life Sciences,2,2,4,Married,5906,0,1,Y,No,13,2,9,8,3
1890,No,36,Male,Travel_Frequently,1213,Human Resources,2,Human Resources,2,2,4,Single,3886,1,1,Y,No,21,0,10,1,0
1892,No,40,Male,Travel_Rarely,1137,Research & Development,1,Life Sciences,1,3,1,Divorced,16823,2,1,Y,No,11,1,19,7,11
1893,No,26,Female,Travel_Rarely,482,Research & Development,1,Life Sciences,2,2,3,Married,2933,1,1,Y,Yes,13,1,1,0,1
1898,No,27,Female,Travel_Rarely,511,Sales,2,Medical,1,4,3,Single,6500,0,1,Y,No,14,0,8,7,0
1900,No,48,Female,Travel_Frequently,117,Research & Development,22,Medical,4,3,4,Divorced,17174,3,1,Y,No,11,1,22,17,4
1903,No,44,Male,Travel_Rarely,170,Research & Development,1,Life Sciences,2,4,1,Married,5033,2,1,Y,No,15,1,2,0,2
1905,Yes,34,Male,Non-Travel,967,Research & Development,16,Technical Degree,4,1,1,Married,2307,1,1,Y,Yes,23,1,5,2,3
1907,Yes,56,Male,Travel_Rarely,1162,Research & Development,24,Life Sciences,1,3,4,Single,2587,1,1,Y,No,16,0,4,2,1
1908,No,36,Male,Travel_Rarely,335,Sales,17,Marketing,3,2,2,Married,5507,2,1,Y,No,16,2,4,2,1
1909,No,41,Female,Travel_Rarely,337,Sales,8,Marketing,3,3,2,Married,4393,5,1,Y,No,21,1,5,4,1
1911,No,42,Male,Travel_Rarely,1396,Research & Development,6,Medical,3,3,1,Married,13348,9,1,Y,No,13,1,13,7,5
1912,No,31,Female,Travel_Rarely,1079,Sales,10,Medical,3,3,4,Divorced,6583,2,1,Y,Yes,11,1,5,2,1
1915,No,34,Female,Travel_Rarely,735,Sales,3,Medical,4,2,4,Married,8103,3,1,Y,Yes,12,0,4,2,0
1916,No,31,Female,Travel_Rarely,471,Research & Development,4,Medical,1,4,3,Divorced,3978,8,1,Y,No,12,1,2,2,2
1918,No,26,Male,Travel_Frequently,1096,Research & Development,6,Other,3,4,4,Married,2544,0,1,Y,No,18,1,7,7,7
1922,No,45,Male,Travel_Frequently,1297,Research & Development,1,Medical,2,3,3,Single,5399,4,1,Y,No,12,0,4,2,0
1924,No,33,Male,Travel_Rarely,217,Sales,10,Marketing,2,3,3,Single,5487,1,1,Y,No,14,0,10,4,0
1927,No,28,Male,Travel_Frequently,783,Sales,1,Life Sciences,3,2,4,Married,6834,1,1,Y,Yes,12,1,7,7,0
1928,Yes,29,Male,Travel_Frequently,746,Sales,24,Technical Degree,3,4,1,Single,1091,1,1,Y,No,17,0,1,0,0
1929,No,39,Female,Non-Travel,1251,Sales,21,Life Sciences,1,1,3,Married,5736,6,1,Y,No,19,1,3,2,1
1931,No,27,Male,Travel_Rarely,1354,Research & Development,2,Technical Degree,2,3,2,Married,2226,1,1,Y,No,11,1,5,3,1
1932,No,34,Male,Travel_Frequently,735,Research & Development,22,Other,3,2,4,Married,5747,1,1,Y,Yes,15,0,15,10,6
1933,Yes,28,Female,Travel_Rarely,1475,Sales,13,Marketing,4,3,3,Single,9854,3,1,Y,Yes,11,0,2,0,2
1934,No,47,Male,Non-Travel,1169,Research & Development,14,Technical Degree,3,3,2,Married,5467,8,1,Y,No,18,1,8,7,1
1935,No,56,Female,Travel_Rarely,1443,Sales,11,Marketing,4,2,1,Married,5380,4,1,Y,No,16,1,0,0,0
1936,No,39,Male,Travel_Rarely,867,Research & Development,9,Medical,1,3,1,Married,5151,1,1,Y,No,25,1,10,0,7
1937,No,38,Female,Travel_Frequently,1394,Research & Development,8,Medical,4,2,2,Divorced,2133,1,1,Y,Yes,16,1,20,11,0
1938,No,58,Female,Travel_Rarely,605,Sales,21,Life Sciences,4,3,4,Married,17875,4,1,Y,Yes,13,1,1,0,0
1939,Yes,32,Female,Travel_Frequently,238,Research & Development,5,Life Sciences,1,4,3,Single,2432,3,1,Y,Yes,14,0,4,1,0
1940,No,38,Male,Travel_Rarely,1206,Research & Development,9,Life Sciences,2,3,4,Divorced,4771,2,1,Y,No,19,2,5,2,0
1941,No,49,Male,Travel_Frequently,1064,Research & Development,2,Life Sciences,2,3,4,Married,19161,3,1,Y,No,15,0,5,4,4
1943,No,42,Male,Travel_Rarely,419,Sales,12,Marketing,2,3,4,Divorced,5087,3,1,Y,Yes,12,2,0,0,0
1944,Yes,27,Female,Travel_Frequently,1337,Human Resources,22,Human Resources,1,2,2,Married,2863,1,1,Y,No,12,0,1,0,0
1945,No,35,Male,Travel_Rarely,682,Sales,18,Medical,2,3,1,Married,5561,0,1,Y,No,16,1,5,3,0
1947,No,28,Male,Non-Travel,1103,Research & Development,16,Medical,3,3,3,Single,2144,1,1,Y,No,14,0,5,3,1
1948,No,31,Male,Non-Travel,976,Research & Development,3,Medical,3,3,1,Divorced,3065,1,1,Y,Yes,13,1,4,2,2
1949,No,36,Male,Non-Travel,1351,Research & Development,9,Life Sciences,1,4,2,Married,2810,1,1,Y,No,22,0,5,4,0
1950,No,34,Male,Travel_Rarely,937,Sales,1,Marketing,1,3,4,Single,9888,1,1,Y,No,21,0,14,8,2
1951,No,34,Male,Travel_Rarely,1239,Sales,13,Medical,4,3,3,Divorced,8628,1,1,Y,No,18,1,8,7,1
1952,No,26,Male,Travel_Rarely,157,Research & Development,1,Medical,3,3,1,Single,2867,0,1,Y,No,13,0,7,7,7
1954,No,29,Male,Travel_Rarely,136,Research & Development,1,Life Sciences,1,3,1,Married,5373,0,1,Y,No,12,1,5,3,0
1955,No,32,Female,Non-Travel,1146,Research & Development,15,Medical,3,3,4,Divorced,6667,5,1,Y,No,18,1,5,1,1
1956,No,31,Male,Travel_Frequently,1125,Research & Development,1,Life Sciences,4,1,1,Married,5003,1,1,Y,No,21,0,10,8,8
1960,Yes,28,Male,Travel_Rarely,1404,Research & Development,17,Technical Degree,3,2,4,Divorced,2367,5,1,Y,No,12,1,4,1,0
1961,No,38,Male,Travel_Rarely,1404,Sales,1,Life Sciences,1,2,1,Single,2858,4,1,Y,No,14,0,1,0,0
1962,No,35,Female,Travel_Rarely,1224,Sales,7,Life Sciences,3,3,4,Married,5204,1,1,Y,Yes,11,0,10,8,0
1965,No,27,Male,Travel_Rarely,954,Sales,9,Marketing,4,3,4,Single,4105,1,1,Y,No,14,0,7,7,0
1966,No,32,Male,Travel_Rarely,1373,Research & Development,5,Life Sciences,4,2,4,Single,9679,8,1,Y,No,24,0,1,0,0
1967,Yes,31,Male,Travel_Frequently,754,Sales,26,Marketing,1,3,4,Married,5617,1,1,Y,Yes,11,0,10,7,0
1968,Yes,53,Male,Travel_Rarely,1168,Sales,24,Life Sciences,1,3,1,Single,10448,6,1,Y,Yes,13,0,2,2,2
1969,No,54,Female,Travel_Rarely,155,Research & Development,9,Life Sciences,1,3,3,Married,2897,3,1,Y,No,11,2,4,3,2
1970,No,33,Male,Travel_Frequently,1303,Research & Development,7,Life Sciences,4,3,3,Divorced,5968,1,1,Y,No,20,3,9,7,2
1971,No,43,Male,Travel_Rarely,574,Research & Development,11,Life Sciences,1,3,3,Married,7510,1,1,Y,No,17,1,10,9,0
1972,No,38,Male,Travel_Frequently,1444,Human Resources,1,Other,4,3,2,Married,2991,0,1,Y,Yes,11,1,6,2,1
1973,No,55,Male,Travel_Rarely,189,Human Resources,26,Human Resources,3,4,2,Married,19636,4,1,Y,Yes,18,1,10,9,1
1974,No,31,Female,Travel_Rarely,1276,Research & Development,2,Medical,4,1,4,Divorced,1129,1,1,Y,Yes,11,3,1,0,0
1975,No,39,Male,Travel_Rarely,119,Sales,15,Marketing,2,3,1,Single,13341,0,1,Y,No,12,0,20,8,11
1976,No,42,Male,Non-Travel,335,Research & Development,23,Life Sciences,4,2,3,Single,4332,1,1,Y,No,12,0,20,9,3
1979,No,31,Female,Non-Travel,697,Research & Development,10,Medical,3,3,3,Married,11031,4,1,Y,No,20,1,11,7,4
1980,No,54,Female,Travel_Rarely,157,Research & Development,10,Medical,3,3,1,Single,4440,6,1,Y,Yes,19,0,5,2,1
1981,No,24,Male,Travel_Rarely,771,Research & Development,1,Life Sciences,2,2,3,Single,4617,1,1,Y,No,12,0,4,3,1
1982,No,23,Male,Travel_Rarely,571,Research & Development,12,Other,4,3,4,Single,2647,1,1,Y,No,13,0,5,2,1
1985,No,40,Female,Travel_Frequently,692,Research & Development,11,Technical Degree,4,3,3,Married,6323,1,1,Y,No,11,1,10,9,9
1986,No,40,Female,Travel_Rarely,444,Sales,2,Marketing,2,3,2,Married,5677,3,1,Y,No,14,1,11,8,5
1987,No,25,Female,Travel_Rarely,309,Human Resources,2,Human Resources,3,3,2,Married,2187,4,1,Y,No,14,0,2,0,1
1989,No,30,Male,Travel_Rarely,911,Research & Development,1,Medical,4,3,2,Married,3748,1,1,Y,No,13,0,12,8,1
1992,No,25,Male,Travel_Rarely,977,Research & Development,2,Other,4,3,3,Divorced,3977,6,1,Y,Yes,19,1,2,2,0
1993,No,47,Male,Travel_Rarely,1180,Research & Development,25,Medical,1,3,3,Single,8633,2,1,Y,No,23,0,17,14,12
1994,No,33,Male,Non-Travel,1313,Research & Development,1,Medical,2,2,3,Divorced,2008,1,1,Y,No,12,3,1,1,0
1995,No,38,Male,Travel_Rarely,1321,Sales,1,Life Sciences,4,3,2,Married,4440,0,1,Y,No,15,2,15,13,5
1996,No,31,Male,Travel_Rarely,1154,Sales,2,Life Sciences,1,3,3,Married,3067,0,1,Y,No,19,1,2,2,1
1997,No,38,Male,Travel_Frequently,508,Research & Development,6,Life Sciences,1,2,3,Married,5321,2,1,Y,No,11,1,8,3,7
1998,No,42,Male,Travel_Rarely,557,Research & Development,18,Life Sciences,4,3,1,Divorced,5410,6,1,Y,Yes,17,1,4,3,1
1999,No,41,Male,Travel_Rarely,642,Research & Development,1,Life Sciences,4,3,4,Married,2782,3,1,Y,No,22,1,5,3,1
2000,No,47,Female,Non-Travel,1162,Research & Development,1,Medical,3,3,2,Married,11957,0,1,Y,No,18,2,13,8,5
2003,No,35,Male,Travel_Rarely,1490,Research & Development,11,Medical,4,3,3,Married,2660,7,1,Y,Yes,11,1,2,2,2
2007,No,22,Male,Travel_Rarely,581,Research & Development,1,Life Sciences,4,3,3,Single,3375,0,1,Y,No,12,0,3,2,1
2008,No,35,Male,Travel_Rarely,1395,Research & Development,9,Medical,2,3,3,Single,5098,1,1,Y,No,19,0,10,7,0
2009,No,33,Female,Travel_Rarely,501,Research & Development,15,Medical,2,3,4,Married,4878,0,1,Y,Yes,13,1,9,7,8
2010,No,32,Female,Travel_Rarely,267,Research & Development,29,Life Sciences,3,2,2,Single,2837,1,1,Y,No,13,0,6,2,4
2012,No,40,Male,Travel_Rarely,543,Research & Development,1,Life Sciences,1,3,4,Married,2406,8,1,Y,No,19,2,1,0,0
2013,No,32,Male,Travel_Rarely,234,Sales,1,Medical,2,2,2,Married,2269,0,1,Y,No,14,1,2,2,2
2014,No,39,Male,Travel_Rarely,116,Research & Development,24,Life Sciences,1,3,4,Single,4108,7,1,Y,No,13,0,7,7,1
2015,No,38,Female,Travel_Rarely,201,Research & Development,10,Medical,2,1,3,Married,13206,3,1,Y,No,12,1,18,16,1
2016,No,32,Female,Travel_Rarely,801,Sales,1,Marketing,3,3,4,Married,10422,1,1,Y,No,19,2,14,10,5
2017,No,37,Female,Travel_Rarely,161,Research & Development,10,Life Sciences,3,4,4,Married,13744,1,1,Y,Yes,25,1,16,11,6
2018,No,25,Female,Travel_Rarely,1382,Sales,8,Other,1,3,3,Divorced,4907,0,1,Y,Yes,22,1,5,3,0
2019,No,52,Male,Non-Travel,585,Sales,29,Life Sciences,1,3,4,Divorced,3482,2,1,Y,No,15,2,9,8,0
2020,No,44,Male,Travel_Rarely,1037,Research & Development,1,Medical,2,3,4,Single,2436,6,1,Y,Yes,12,0,4,3,1
2021,No,21,Male,Travel_Rarely,501,Sales,5,Medical,3,3,1,Single,2380,1,1,Y,Yes,11,0,2,2,1
2022,No,39,Male,Non-Travel,105,Research & Development,9,Life Sciences,4,3,4,Single,19431,2,1,Y,No,13,0,6,0,1
2023,Yes,23,Male,Travel_Frequently,638,Sales,9,Marketing,4,3,1,Married,1790,1,1,Y,No,19,1,1,0,1
2024,No,36,Female,Travel_Rarely,557,Sales,3,Medical,1,2,4,Married,7644,0,1,Y,No,19,2,9,7,3
2025,No,36,Female,Travel_Frequently,688,Research & Development,4,Life Sciences,4,3,2,Divorced,5131,7,1,Y,No,13,3,4,2,0
2026,No,56,Male,Non-Travel,667,Research & Development,1,Life Sciences,3,3,3,Divorced,6306,1,1,Y,No,21,1,13,12,1
2027,Yes,29,Male,Travel_Rarely,1092,Research & Development,1,Medical,1,3,4,Married,4787,9,1,Y,Yes,14,3,2,2,2
2031,No,42,Male,Travel_Rarely,300,Research & Development,2,Life Sciences,1,3,3,Married,18880,5,1,Y,No,11,0,22,6,4
2032,Yes,56,Male,Travel_Rarely,310,Research & Development,7,Technical Degree,4,3,3,Married,2339,8,1,Y,No,11,1,10,9,9
2034,No,41,Female,Travel_Rarely,582,Research & Development,28,Life Sciences,1,2,2,Married,13570,0,1,Y,No,23,1,20,7,0
2035,No,34,Female,Travel_Rarely,704,Sales,28,Marketing,4,2,3,Married,6712,1,1,Y,No,21,2,8,7,1
2036,No,36,Male,Non-Travel,301,Sales,15,Marketing,4,1,4,Divorced,5406,1,1,Y,No,24,1,15,12,11
2037,No,41,Male,Travel_Rarely,930,Sales,3,Life Sciences,3,2,2,Divorced,8938,2,1,Y,No,11,1,5,4,0
2038,No,32,Male,Travel_Rarely,529,Research & Development,2,Technical Degree,4,3,1,Single,2439,1,1,Y,No,14,0,4,2,1
2040,No,35,Female,Travel_Rarely,1146,Human Resources,26,Life Sciences,3,3,4,Single,8837,1,1,Y,Yes,16,0,9,0,1
2041,No,38,Female,Travel_Rarely,345,Sales,10,Life Sciences,1,3,4,Married,5343,1,1,Y,No,11,1,10,7,1
2044,Yes,50,Male,Travel_Frequently,878,Sales,1,Life Sciences,2,3,3,Divorced,6728,7,1,Y,No,12,2,6,3,0
2045,No,36,Female,Travel_Rarely,1120,Sales,11,Marketing,2,2,4,Married,6652,4,1,Y,No,13,1,6,3,0
2046,No,45,Female,Travel_Rarely,374,Sales,20,Life Sciences,4,3,3,Single,4850,8,1,Y,No,15,0,5,3,0
2048,No,40,Male,Travel_Rarely,1322,Research & Development,2,Life Sciences,3,2,3,Single,2809,2,1,Y,No,14,0,2,2,2
2049,No,35,Male,Travel_Frequently,1199,Research & Development,18,Life Sciences,3,3,3,Married,5689,1,1,Y,Yes,14,2,10,2,0
2051,No,40,Female,Travel_Rarely,1194,Research & Development,2,Medical,3,3,3,Married,2001,2,1,Y,No,14,3,5,3,0
2052,No,35,Female,Travel_Rarely,287,Research & Development,1,Life Sciences,3,1,4,Married,2977,1,1,Y,No,12,1,4,3,1
2053,No,29,Male,Travel_Rarely,1378,Research & Development,13,Other,4,2,2,Married,4025,4,1,Y,Yes,13,1,4,3,0
2054,No,29,Female,Travel_Rarely,468,Research & Development,28,Medical,4,2,1,Single,3785,1,1,Y,No,14,0,5,4,0
2055,Yes,50,Male,Travel_Rarely,410,Sales,28,Marketing,4,2,1,Divorced,10854,4,1,Y,Yes,13,1,3,2,2
2056,No,39,Female,Travel_Rarely,722,Sales,24,Marketing,2,2,4,Married,12031,0,1,Y,No,11,1,20,9,9
2057,No,31,Male,Non-Travel,325,Research & Development,5,Medical,2,3,1,Single,9936,0,1,Y,No,19,0,9,4,1
2060,No,26,Female,Travel_Rarely,1167,Sales,5,Other,4,2,3,Single,2966,0,1,Y,No,18,0,4,2,0
2061,No,36,Male,Travel_Frequently,884,Research & Development,23,Medical,3,4,4,Married,2571,4,1,Y,No,17,1,5,2,0
